SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description,PL_No
120-06,EL,EBP-MAE-3002_2-01,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03678
120-06,EL,EBP-MAE-3002_2-01,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03680
120-06,EL,EBP-MAE-3002_2-01,Power Cable B,B,ارنج کابل ها انجام شود,PL-07923
120-06,EL,EBP-MAE-3002_2-01,Power Cable B,B,S.S tags shall be install.,PL-07875
120-06,EL,EBP-MAE-3002_2-02,Power Cable B,B,ارنج کابل ها انجام شود,PL-07899
120-06,EL,EBP-MAE-3002_2-02,Power Cable B,B,S.S tags shall be install.,PL-07851
120-06,EL,EBP-MAE-3002_2-02,Power Cable B,C,As-Built Drawing Should be done.,PL-08114
120-06,EL,EBP-MAE-3002_2-02,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03630
120-06,EL,EBP-MAE-3002_2-02,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03632
120-06,EL,EBP-MAE-3002_2-03,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03686
120-06,EL,EBP-MAE-3002_2-03,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03688
120-06,EL,EBP-MAE-3002_2-03,Power Cable B,B,ارنج کابل ها انجام شود,PL-07925
120-06,EL,EBP-MAE-3002_2-03,Power Cable B,B,S.S tags shall be install.,PL-07877
120-06,EL,EBP-MAE-3002_2-04,Power Cable B,B,ارنج کابل ها انجام شود,PL-07901
120-06,EL,EBP-MAE-3002_2-04,Power Cable B,B,S.S tags shall be install.,PL-07853
120-06,EL,EBP-MAE-3002_2-04,Power Cable B,C,As-Built Drawing Should be done.,PL-08116
120-06,EL,EBP-MAE-3002_2-04,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03638
120-06,EL,EBP-MAE-3002_2-04,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03640
120-06,EL,EBP-MAE-3002_2-05,Power Cable B,C,AFC DoCUMENT انجام شود,PL-02881
120-06,EL,EBP-MAE-3002_2-05,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-02884
120-06,EL,EBP-MAE-3002_2-05,Power Cable B,B,ارنج کابل ها انجام شود,PL-07927
120-06,EL,EBP-MAE-3002_2-05,Power Cable B,B,S.S tags shall be install.,PL-07879
120-06,EL,EBP-MAE-3002_2-05,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07831
120-06,EL,EBP-MAE-3002_2-06,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07819
120-06,EL,EBP-MAE-3002_2-06,Power Cable B,B,ارنج کابل ها انجام شود,PL-07903
120-06,EL,EBP-MAE-3002_2-06,Power Cable B,B,S.S tags shall be install.,PL-07855
120-06,EL,EBP-MAE-3002_2-06,Power Cable B,C,AFC DoCUMENT انجام شود,PL-02849
120-06,EL,EBP-MAE-3002_2-06,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-02852
120-06,EL,EBP-MAE-3002_2-07,Power Cable B,C,AFC DoCUMENT انجام شود,PL-02889
120-06,EL,EBP-MAE-3002_2-07,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-02892
120-06,EL,EBP-MAE-3002_2-07,Power Cable B,B,S.S tags shall be install.,PL-07881
120-06,EL,EBP-MAE-3002_2-07,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07833
120-06,EL,EBP-MAE-3002_2-07,Power Cable B,B,ارنج کابل ها انجام شود,PL-07929
120-06,EL,EBP-MAE-3002_2-08,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07821
120-06,EL,EBP-MAE-3002_2-08,Power Cable B,B,ارنج کابل ها انجام شود,PL-07905
120-06,EL,EBP-MAE-3002_2-08,Power Cable B,B,S.S tags shall be install.,PL-07857
120-06,EL,EBP-MAE-3002_2-08,Power Cable B,C,AFC DoCUMENT انجام شود,PL-02961
120-06,EL,EBP-MAE-3002_2-08,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-02964
120-06,EL,EBP-MAE-3002_3-01,Power Cable B,C,AFC DoCUMENT انجام شود,PL-02897
120-06,EL,EBP-MAE-3002_3-01,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-02900
120-06,EL,EBP-MAE-3002_3-01,Power Cable B,B,S.S tags shall be install.,PL-07883
120-06,EL,EBP-MAE-3002_3-01,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07835
120-06,EL,EBP-MAE-3002_3-01,Power Cable B,B,ارنج کابل ها انجام شود,PL-07931
120-06,EL,EBP-MAE-3002_3-02,Power Cable B,B,ارنج کابل ها انجام شود,PL-07907
120-06,EL,EBP-MAE-3002_3-02,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07823
120-06,EL,EBP-MAE-3002_3-02,Power Cable B,B,S.S tags shall be install.,PL-07859
120-06,EL,EBP-MAE-3002_3-02,Power Cable B,C,AFC DoCUMENT انجام شود,PL-02969
120-06,EL,EBP-MAE-3002_3-02,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-02972
120-06,EL,EBP-MAE-3002_3-03,Power Cable B,C,AFC DoCUMENT انجام شود,PL-02905
120-06,EL,EBP-MAE-3002_3-03,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-02908
120-06,EL,EBP-MAE-3002_3-03,Power Cable B,B,S.S tags shall be install.,PL-07885
120-06,EL,EBP-MAE-3002_3-03,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07837
120-06,EL,EBP-MAE-3002_3-03,Power Cable B,B,ارنج کابل ها انجام شود,PL-07933
120-06,EL,EBP-MAE-3002_3-04,Power Cable B,B,ارنج کابل ها انجام شود,PL-07909
120-06,EL,EBP-MAE-3002_3-04,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07825
120-06,EL,EBP-MAE-3002_3-04,Power Cable B,B,S.S tags shall be install.,PL-07861
120-06,EL,EBP-MAE-3002_3-04,Power Cable B,C,AFC DoCUMENT انجام شود,PL-02977
120-06,EL,EBP-MAE-3002_3-04,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-02980
120-06,EL,EBP-MAE-3002_3-05,Power Cable B,C,AFC DoCUMENT انجام شود,PL-02913
120-06,EL,EBP-MAE-3002_3-05,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-02916
120-06,EL,EBP-MAE-3002_3-05,Power Cable B,B,S.S tags shall be install.,PL-07887
120-06,EL,EBP-MAE-3002_3-05,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07839
120-06,EL,EBP-MAE-3002_3-05,Power Cable B,B,ارنج کابل ها انجام شود,PL-07935
120-06,EL,EBP-MAE-3002_3-06,Power Cable B,B,ارنج کابل ها انجام شود,PL-07911
120-06,EL,EBP-MAE-3002_3-06,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07827
120-06,EL,EBP-MAE-3002_3-06,Power Cable B,B,S.S tags shall be install.,PL-07863
120-06,EL,EBP-MAE-3002_3-06,Power Cable B,C,AFC DoCUMENT انجام شود,PL-02985
120-06,EL,EBP-MAE-3002_3-06,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-02988
120-06,EL,EBP-MAE-3002_3-07,Power Cable B,C,AFC DoCUMENT انجام شود,PL-02921
120-06,EL,EBP-MAE-3002_3-07,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-02924
120-06,EL,EBP-MAE-3002_3-07,Power Cable B,B,S.S tags shall be install.,PL-07889
120-06,EL,EBP-MAE-3002_3-07,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07841
120-06,EL,EBP-MAE-3002_3-07,Power Cable B,B,ارنج کابل ها انجام شود,PL-07937
120-06,EL,EBP-MAE-3002_3-08,Power Cable B,B,ارنج کابل ها انجام شود,PL-07913
120-06,EL,EBP-MAE-3002_3-08,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07829
120-06,EL,EBP-MAE-3002_3-08,Power Cable B,B,S.S tags shall be install.,PL-07865
120-06,EL,EBP-MAE-3002_3-08,Power Cable B,C,AFC DoCUMENT انجام شود,PL-02857
120-06,EL,EBP-MAE-3002_3-08,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-02860
120-06,EL,EBP-MAE-5004-01,Power Cable B,C,As-Built Drawing Should be done.,PL-04208
120-06,EL,EBP-MAE-5004-01,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-04209
120-06,EL,EBP-MAE-5004-01,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-04210
120-06,EL,EBP-MAE-5004-01,Power Cable B,B,S.S tags shall be install.,PL-07806
120-06,EL,EBP-MAE-5004-02,Power Cable B,B,ارنج کابل ها انجام شود,PL-07603
120-06,EL,EBP-MAE-5004-02,Power Cable B,B,S.S tags shall be install.,PL-07591
120-06,EL,EBP-MAE-5004-02,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07579
120-06,EL,EBP-MAE-5004-03,Power Cable B,C,As-Built Drawing Should be done.,PL-04218
120-06,EL,EBP-MAE-5004-03,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-04219
120-06,EL,EBP-MAE-5004-03,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-04220
120-06,EL,EBP-MAE-5004-03,Power Cable B,B,S.S tags shall be install.,PL-07808
120-06,EL,EBP-MAE-5004-04,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07581
120-06,EL,EBP-MAE-5004-04,Power Cable B,B,S.S tags shall be install.,PL-07593
120-06,EL,EBP-MAE-5004-04,Power Cable B,B,ارنج کابل ها انجام شود,PL-07605
120-06,EL,EBP-MAE-5004-05,Power Cable B,C,As-Built Drawing Should be done.,PL-04228
120-06,EL,EBP-MAE-5004-05,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-04229
120-06,EL,EBP-MAE-5004-05,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-04230
120-06,EL,EBP-MAE-5004-05,Power Cable B,B,S.S tags shall be install.,PL-07810
120-06,EL,EBP-MAE-5004-06,Power Cable B,B,ارنج کابل ها انجام شود,PL-07607
120-06,EL,EBP-MAE-5004-06,Power Cable B,B,S.S tags shall be install.,PL-07595
120-06,EL,EBP-MAE-5004-06,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07583
120-06,EL,EBP-MAE-5004-07,Power Cable B,C,As-Built Drawing Should be done.,PL-04238
120-06,EL,EBP-MAE-5004-07,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-04239
120-06,EL,EBP-MAE-5004-07,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-04240
120-06,EL,EBP-MAE-5004-07,Power Cable B,B,S.S tags shall be install.,PL-07812
120-06,EL,EBP-MAE-5004-08,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07585
120-06,EL,EBP-MAE-5004-08,Power Cable B,B,S.S tags shall be install.,PL-07597
120-06,EL,EBP-MAE-5004-08,Power Cable B,B,ارنج کابل ها انجام شود,PL-07609
120-06,EL,EBP-MAE-5004-09,Power Cable B,C,As-Built Drawing Should be done.,PL-04248
120-06,EL,EBP-MAE-5004-09,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-04249
120-06,EL,EBP-MAE-5004-09,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-04250
120-06,EL,EBP-MAE-5004-09,Power Cable B,B,S.S tags shall be install.,PL-07814
120-06,EL,EBP-MAE-5004-10,Power Cable B,B,S.S tags shall be install.,PL-07599
120-06,EL,EBP-MAE-5004-10,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07587
120-06,EL,EBP-MAE-5004-10,Power Cable B,B,ارنج کابل ها انجام شود,PL-07611
120-06,EL,EBP-MAE-5004-11,Power Cable B,C,As-Built Drawing Should be done.,PL-04258
120-06,EL,EBP-MAE-5004-11,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-04259
120-06,EL,EBP-MAE-5004-11,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-04260
120-06,EL,EBP-MAE-5004-11,Power Cable B,B,S.S tags shall be install.,PL-07816
120-06,EL,EBP-MAE-5004-12,Power Cable B,B,ارنج کابل ها انجام شود,PL-07613
120-06,EL,EBP-MAE-5004-12,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-07589
120-06,EL,EBP-MAE-5004-12,Power Cable B,B,S.S tags shall be install.,PL-07601
120-04,EL,EBP-MAE-5005A-01,Power Cable B,B,S.S tags shall be install.,PL-07295
120-04,EL,EBP-MAE-5005A-01,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03398
120-04,EL,EBP-MAE-5005A-02,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03442
120-04,EL,EBP-MAE-5005A-02,Power Cable B,B,S.S tags shall be install.,PL-07317
120-04,EL,EBP-MAE-5005A-03,Power Cable B,B,S.S tags shall be install.,PL-07297
120-04,EL,EBP-MAE-5005A-03,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03402
120-04,EL,EBP-MAE-5005A-04,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03446
120-04,EL,EBP-MAE-5005A-04,Power Cable B,B,S.S tags shall be install.,PL-07319
120-04,EL,EBP-MAE-5005A-05,Power Cable B,B,S.S tags shall be install.,PL-07299
120-04,EL,EBP-MAE-5005A-05,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03406
120-04,EL,EBP-MAE-5005A-06,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03450
120-04,EL,EBP-MAE-5005A-06,Power Cable B,B,S.S tags shall be install.,PL-07321
120-04,EL,EBP-MAE-5005A-07,Power Cable B,B,S.S tags shall be install.,PL-07301
120-04,EL,EBP-MAE-5005A-07,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03410
120-04,EL,EBP-MAE-5005A-08,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03454
120-04,EL,EBP-MAE-5005A-08,Power Cable B,B,S.S tags shall be install.,PL-07323
120-04,EL,EBP-MAE-5005A-09,Power Cable B,B,S.S tags shall be install.,PL-07303
120-04,EL,EBP-MAE-5005A-09,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03414
120-04,EL,EBP-MAE-5005A-10,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03458
120-04,EL,EBP-MAE-5005A-10,Power Cable B,B,S.S tags shall be install.,PL-07325
120-04,EL,EBP-MAE-5005A-11,Power Cable B,B,S.S tags shall be install.,PL-07305
120-04,EL,EBP-MAE-5005A-11,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03418
120-04,EL,EBP-MAE-5005A-12,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03462
120-04,EL,EBP-MAE-5005A-12,Power Cable B,B,S.S tags shall be install.,PL-07327
120-04,EL,EBP-MAE-5005A-13,Power Cable B,B,S.S tags shall be install.,PL-07307
120-04,EL,EBP-MAE-5005A-13,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03422
120-04,EL,EBP-MAE-5005A-14,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03466
120-04,EL,EBP-MAE-5005A-14,Power Cable B,B,S.S tags shall be install.,PL-07329
120-04,EL,EBP-MAE-5005A-15,Power Cable B,B,S.S tags shall be install.,PL-07309
120-04,EL,EBP-MAE-5005A-15,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03426
120-04,EL,EBP-MAE-5005A-16,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03470
120-04,EL,EBP-MAE-5005A-16,Power Cable B,B,S.S tags shall be install.,PL-07331
120-04,EL,EBP-MAE-5005A-17,Power Cable B,B,S.S tags shall be install.,PL-07311
120-04,EL,EBP-MAE-5005A-17,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03430
120-04,EL,EBP-MAE-5005A-18,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03474
120-04,EL,EBP-MAE-5005A-18,Power Cable B,B,S.S tags shall be install.,PL-07333
120-04,EL,EBP-MAE-5005B-01,Power Cable B,B,S.S tags shall be install.,PL-07711
120-04,EL,EBP-MAE-5005B-01,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03773
120-04,EL,EBP-MAE-5005B-01,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03774
120-04,EL,EBP-MAE-5005B-02,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03881
120-04,EL,EBP-MAE-5005B-02,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03882
120-04,EL,EBP-MAE-5005B-02,Power Cable B,B,S.S tags shall be install.,PL-07729
120-04,EL,EBP-MAE-5005B-03,Power Cable B,B,S.S tags shall be install.,PL-07713
120-04,EL,EBP-MAE-5005B-03,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03785
120-04,EL,EBP-MAE-5005B-03,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03786
120-04,EL,EBP-MAE-5005B-04,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03893
120-04,EL,EBP-MAE-5005B-04,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03894
120-04,EL,EBP-MAE-5005B-04,Power Cable B,B,S.S tags shall be install.,PL-07731
120-04,EL,EBP-MAE-5005B-05,Power Cable B,B,S.S tags shall be install.,PL-07715
120-04,EL,EBP-MAE-5005B-05,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03797
120-04,EL,EBP-MAE-5005B-05,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03798
120-04,EL,EBP-MAE-5005B-06,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03905
120-04,EL,EBP-MAE-5005B-06,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03906
120-04,EL,EBP-MAE-5005B-06,Power Cable B,B,S.S tags shall be install.,PL-07733
120-04,EL,EBP-MAE-5005B-07,Power Cable B,B,S.S tags shall be install.,PL-07717
120-04,EL,EBP-MAE-5005B-07,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03809
120-04,EL,EBP-MAE-5005B-07,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03810
120-04,EL,EBP-MAE-5005B-08,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03917
120-04,EL,EBP-MAE-5005B-08,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03918
120-04,EL,EBP-MAE-5005B-08,Power Cable B,B,S.S tags shall be install.,PL-07735
120-04,EL,EBP-MAE-5005B-09,Power Cable B,B,S.S tags shall be install.,PL-07719
120-04,EL,EBP-MAE-5005B-09,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03821
120-04,EL,EBP-MAE-5005B-09,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03822
120-04,EL,EBP-MAE-5005B-10,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03929
120-04,EL,EBP-MAE-5005B-10,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03930
120-04,EL,EBP-MAE-5005B-10,Power Cable B,B,S.S tags shall be install.,PL-07737
120-04,EL,EBP-MAE-5005B-11,Power Cable B,B,S.S tags shall be install.,PL-07721
120-04,EL,EBP-MAE-5005B-11,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03833
120-04,EL,EBP-MAE-5005B-11,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03834
120-04,EL,EBP-MAE-5005B-12,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03941
120-04,EL,EBP-MAE-5005B-12,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03942
120-04,EL,EBP-MAE-5005B-12,Power Cable B,B,S.S tags shall be install.,PL-07739
120-04,EL,EBP-MAE-5005B-13,Power Cable B,B,S.S tags shall be install.,PL-07723
120-04,EL,EBP-MAE-5005B-13,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03845
120-04,EL,EBP-MAE-5005B-13,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03846
120-04,EL,EBP-MAE-5005B-14,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03953
120-04,EL,EBP-MAE-5005B-14,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03954
120-04,EL,EBP-MAE-5005B-14,Power Cable B,B,S.S tags shall be install.,PL-07741
120-04,EL,EBP-MAE-5005B-15,Power Cable B,B,S.S tags shall be install.,PL-07725
120-04,EL,EBP-MAE-5005B-15,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03857
120-04,EL,EBP-MAE-5005B-15,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03858
120-04,EL,EBP-MAE-5005B-16,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03965
120-04,EL,EBP-MAE-5005B-16,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03966
120-04,EL,EBP-MAE-5005B-16,Power Cable B,B,S.S tags shall be install.,PL-07743
120-04,EL,EBP-MAE-5005B-17,Power Cable B,B,S.S tags shall be install.,PL-07727
120-04,EL,EBP-MAE-5005B-17,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03869
120-04,EL,EBP-MAE-5005B-17,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03870
120-04,EL,EBP-MAE-5005B-18,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03977
120-04,EL,EBP-MAE-5005B-18,Power Cable B,B,Tag فلزي کابل ها نصب شود,PL-03978
120-04,EL,EBP-MAE-5005B-18,Power Cable B,B,S.S tags shall be install.,PL-07745
120-05,EL,EBP-MAE-5005C-01,Power Cable B,B,S.S tags shall be install.,PL-07344
120-05,EL,EBP-MAE-5005C-01,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03496
120-05,EL,EBP-MAE-5005C-02,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03498
120-05,EL,EBP-MAE-5005C-02,Power Cable B,B,S.S tags shall be install.,PL-07345
120-05,EL,EBP-MAE-5005C-03,Power Cable B,B,S.S tags shall be install.,PL-07346
120-05,EL,EBP-MAE-5005C-03,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03500
120-05,EL,EBP-MAE-5005C-04,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03506
120-05,EL,EBP-MAE-5005C-04,Power Cable B,B,S.S tags shall be install.,PL-07349
120-05,EL,EBP-MAE-5005C-05,Power Cable B,B,S.S tags shall be install.,PL-07350
120-05,EL,EBP-MAE-5005C-05,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03508
120-05,EL,EBP-MAE-5005C-06,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03510
120-05,EL,EBP-MAE-5005C-06,Power Cable B,B,S.S tags shall be install.,PL-07351
120-05,EL,EBP-MAE-5005C-07,Power Cable B,B,S.S tags shall be install.,PL-07352
120-05,EL,EBP-MAE-5005C-07,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03512
120-05,EL,EBP-MAE-5005C-08,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03514
120-05,EL,EBP-MAE-5005C-08,Power Cable B,B,S.S tags shall be install.,PL-07353
120-05,EL,EBP-MAE-5005C-09,Power Cable B,B,S.S tags shall be install.,PL-07354
120-05,EL,EBP-MAE-5005C-09,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03516
120-05,EL,EBP-MAE-5005C-10,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03518
120-05,EL,EBP-MAE-5005C-10,Power Cable B,B,S.S tags shall be install.,PL-07355
120-05,EL,EBP-MAE-5005C-11,Power Cable B,B,S.S tags shall be install.,PL-07356
120-05,EL,EBP-MAE-5005C-11,Power Cable B,C,کليه داکت بانک ها بعد از اتمام کابل کشي بايستي با اسپري فوم سيل شوند,PL-03520
