Discipline,Tag_No,Form_Title,Done,FRD_Phase
IN,FV-20103,CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,FV-2061(FV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,FV-2531-1(FV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,FV-5203(FV),CALIBRATION RECORD CONTROL VALVE,0,Construction
IN,FV-6059-1(FV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,FZ-6058,CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,LV-2016(LV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,LV-2441(LV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,LV-3161A(LV),CALIBRATION RECORD CONTROL VALVE,0,Construction
IN,PDV-2575(PDV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,PV-1006(PV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,PV-20153,CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,PV-30138(PV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,PV-7002C(PV),CALIBRATION RECORD CONTROL VALVE,0,Construction
IN,PV-7031A(PV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,PV-7101(PV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,PV-7151(PV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,TCV-30133,CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,TV-2360-11(TV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,TV-2360-12(TV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,TV-7027(TV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,TV-7052(TV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,SV-20201,CALIBRATION RECORD ACTUATED VALVE (ONOFF),0,Construction
IN,SV-30103D,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,US-71182A,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,USV-2541,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,USV-2544,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,HY-5202-36,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,HY-5202-45,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,HY-5202-57,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,HY-5202-60,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,HY-5458(HY),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,LUSY-2474(LUSY),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,LUSY-6021B(LUSY),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,LZSL-2474(LZSL),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,MAE-2026-05_VS,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,MAE-3002_2-01_VS,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,MAE-3002_2-05_VS,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,MAE-3002_2-07_VS,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,ML-30103,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,MS-30105-R,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PDG-75150A,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,PG-0005,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-0010,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-20105,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-20108,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-2011,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-2018,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-2034,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-2289-2,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-2290-2,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-2291-2,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-2293-3,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-2485,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-2492,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-2606,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-30107,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-30115,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-3014,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-30168,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-30174,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-3022,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-3083,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-3165,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-5018,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-5021,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-50210A,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,PG-5112,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PV-7031B(PV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,PV-7094(PV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,TV-2360-22(TV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,TV-30152,CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,TV-5064(TV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,TV-5277(TV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,TV-7002(TV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,TV-7033(TV),CALIBRATION RECORD CONTROL VALVE,1,Construction
IN,SSV-30101,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,SV-20203,CALIBRATION RECORD ACTUATED VALVE (ONOFF),0,Construction
IN,US-71180A,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,US-71180D,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,US-71185,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,USV-3172,CALIBRATION RECORD ACTUATED VALVE (ONOFF),0,Construction
IN,USV-5392,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,UV-30106,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,UV-30109,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,UV-30115,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,UV-75155A,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,UV-75158B,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,UV-75159A,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,XV-8006,CALIBRATION RECORD ACTUATED VALVE (ONOFF),0,Construction
IN,XV-8007,CALIBRATION RECORD ACTUATED VALVE (ONOFF),0,Construction
IN,XV-8015,CALIBRATION RECORD ACTUATED VALVE (ONOFF),0,Construction
IN,PSV-0009,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-1041,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-20203,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-2025,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-2581,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-30110,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-3143,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-3206,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-5239,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-5418,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-5462,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-7011,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-70255,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-7097,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-7104,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-80180B,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-80182B,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-84113B,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-84114A,P.S.VR.V BENCH TEST,0,Construction
IN,TRV-20101,P.S.VR.V BENCH TEST,1,Construction
IN,LT-5093(LT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,LT-5308(LT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,LT-5321(LT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,LT-5413(LT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,LT-6082(LT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,LT-7002(LT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,LT-8009(LT),CALIBRATION RECORD TRANSMITTER,0,Construction
IN,LT-84112,CALIBRATION RECORD TRANSMITTER,0,Construction
IN,LT-8419(LT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PDIT-30108,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PDIT-30116,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PDIT-30178(PDIT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PDT-20101,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PDT-20151,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PDT-2032(PDT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PDT-25106,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PDT-70130A,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PIT-30102A,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PIT-30117,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PIT-30126(PIT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PIT-30127C,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PIT-30138(PIT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PIT-30142A,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PIT-30171(PIT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PSH-50201A(PSH),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PSH-50203A(PSH),CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PSH-50205B(PSH),CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PSH-50207A(PSH),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PSH-50207B(PSH),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PSH-50209A(PSH),CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PSH-50209B(PSH),CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PSH-50215B(PSH),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PSL-2021-2(PSL),CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PSL-2541-1(PSL),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PSL-2543-2(PSL),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PST-2556A(PST),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PST-70105A-3,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PST-70105B-1,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PST-7112(PST),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PST-80105B-1,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PT-20215,CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PT-20218,CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PT-2035(PT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,USY-2041A(USY),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,USY-2381(USY),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,USY-2545-1(USY),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,USY-2545-2(USY),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,USY-2548(USY),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,USY-6081-1(USY),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,USY-70163B-1,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,UY-30103,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,UY-30115(UY),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,UY-75151A,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UY-75153A,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UY-75159B,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UY-75161B,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UY-75162,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UY-75165,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UY-8003(UY),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UY-8413(UY),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UY-8415(UY),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UZSH-2166,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,UZSH-6082(UZSH),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,UZSH-75157B,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UZSH-75160B,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UZSH-75163,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UZSH-75164,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UZSH-8414(UZSH),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UZSL-2071(UZSL),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,UZSL-2093(UZSL),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,UZSL-2542(UZSL),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,UZSL-2544(UZSL),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,UZSL-2545(UZSL),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,UZSL-30115(UZSL),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,UZSL-30116(UZSL),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,UZSL-3052(UZSL),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UZSL-5021(UZSL),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UZSL-5420(UZSL),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UZSL-75155A,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UZSL-75155B,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,UZSL-75160B,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,XA-20201-A,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,XAS-30103-F,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,XL-20101,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,XL-20207-A,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,XL-30110,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,XL-30119,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,XL-30120,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,LT-84111,CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PDIT-30109,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PDST-2036A(PDST),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PDT-20226,CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PDT-2575(PDT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PDT-3117(PDT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PDT-6026(PDT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PDT-8013(PDT),CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PIT-30121B,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PIT-30122C,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PIT-30142B,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PIT-30147A,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PIT-30149A,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PIT-30180(PIT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PIT-30188A(PIT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PIT-30188B(PIT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PSH-2325C(PSH),CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PSH-2333A(PSH),CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PSH-2333B(PSH),CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PSL-10104,CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PSL-2482-2(PSL),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PSL-2541-2(PSL),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PSL-2544-2(PSL),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PST-2163C(PST),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PST-2372A(PST),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PST-2556B(PST),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PST-70105A-2,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PST-70271-3,CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PT-1011(PT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PT-20219,CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PT-20231,CALIBRATION RECORD TRANSMITTER,0,Construction
IN,PT-2046(PT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PT-2363(PT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PT-2481(PT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PT-3079(PT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PT-5022(PT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PT-5170(PT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PT-5176(PT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PT-5252(PT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PT-5410(PT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PT-6054(PT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,PG-5231,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-5363,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-5406-1,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-5449,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-54608,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,PG-6009,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-6011,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-6023,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-6064,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-6087,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-7008,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-70104B,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-70123A,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-70149B,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-7022,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-7035,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-7102,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-7111,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-71202B,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-7139,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-7214,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-7504B,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-75154B,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,PG-80102B,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PG-80137B,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,PG-8057,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,PG-84112B,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PZSL-2073(PZSL),CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,PZT-20153,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,SI-2167,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,TW-1034,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,TW-20158,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,TW-20182,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,TW-2297,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,TW-2305A,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,TW-2331,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,TW-2336B,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,TW-2360A,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,TW-2371,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,TW-2407,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,TW-2457,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,USV-5302,CALIBRATION RECORD ACTUATED VALVE (ONOFF),0,Construction
IN,USV-5391,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,USV-5420,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,UV-75150A,CALIBRATION RECORD ACTUATED VALVE (ONOFF),1,Construction
IN,UV-8003,CALIBRATION RECORD ACTUATED VALVE (ONOFF),0,Construction
IN,UV-8411,CALIBRATION RECORD ACTUATED VALVE (ONOFF),0,Construction
IN,XV-8017,CALIBRATION RECORD ACTUATED VALVE (ONOFF),0,Construction
IN,PSV-1043,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-20153,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-2030,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-2365,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-2378,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-30107,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-30113,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-3048,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-3057,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-3146,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-3163,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-3196,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-5007,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-5059,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-5108,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-5180,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-5370,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-5451,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-6053,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-70127B,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-70260,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-7038,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-7058,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-7132,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-7137,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-7215,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-75152A,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-8013A,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-8013B,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-80179A,P.S.VR.V BENCH TEST,1,Construction
IN,PSV-8020A,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-8020B,P.S.VR.V BENCH TEST,0,Construction
IN,PSV-8062,P.S.VR.V BENCH TEST,0,Construction
IN,TSV-30138,P.S.VR.V BENCH TEST,0,Construction
IN,MOV-30105,CALIBRATION RECORD (MOV),0,Construction
IN,FIT-30165B(FIT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,FIT-30168B(FIT),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,FST-2040B(FST),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,FST-6057A(FST),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,FST-6057C(FST),CALIBRATION RECORD TRANSMITTER,1,Construction
IN,XL-80169BL,CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,XS-20106RSE,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,XS-3001(XS),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,XS-30107-CL,CALIBRATION RECORD GAUGE INDICATOR,1,Construction
IN,XY-8003(XY),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,XY-8016(XY),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,XY-8020(XY),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,XZSH-8016(XZSH),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,XZSH-8020(XZSH),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,XZSL-8003(XZSL),CALIBRATION RECORD GAUGE INDICATOR,0,Construction
IN,FE-0001,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FE-2165,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FE-2607,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FE-30170,CALIBRATION RECORD FLOW ELEMENT,0,Construction
IN,FE-5068,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FE-6059,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FE-6060,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FE-6068,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FE-6081,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FE-75151,CALIBRATION RECORD FLOW ELEMENT,0,Construction
IN,FG-20101,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FG-20107,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FG-20155,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FG-30112,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FI-50207A,CALIBRATION RECORD FLOW ELEMENT,0,Construction
IN,FI-60303A,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FI-60306B,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FI-60309A,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FI-70301A,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FO-30111,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FO-30120,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FO-30135,CALIBRATION RECORD FLOW ELEMENT,1,Construction
IN,FO-30136,CALIBRATION RECORD FLOW ELEMENT,1,Construction
